unitid,chronname,city,state,level,control,basic,hbcu,flagship,long_x,lat_y,site,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,exp_award_percentile,ft_pct,fte_value,fte_percentile,med_sat_value,med_sat_percentile,aid_value,aid_percentile,endow_value,endow_percentile,grad_100_value,grad_100_percentile,grad_150_value,grad_150_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,similar,state_sector_ct,carnegie_ct,counted_pct,nicknames,cohort_size
203544,Kettering College of Medical Arts,Kettering,Ohio,4-year,Private not-for-profit,Other health professions schools,NULL,NULL,-84.191583,39.694072,www.kc.edu,800,30,22.6,22.5,50294,79796,101725,20,52.4,756,28,1002,29,4314,6,NULL,NULL,63.6,81,81.8,90,39.1,55,52.1,8,100,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,418126|111966|149028|181297|149763|204015|231837|146533|204176|196389|153977|203960|148593|204006|416801|200244|219639|203818|146755|176770,57,43,32.8|07,NULL,11
203580,Lake Erie College,Painesville,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,NULL,NULL,-81.251817,41.717841,www.lec.edu,922,18.6,22.6,22.5,66579,79796,101725,38,92.4,987,36,983,24,17309,68,27395,62,27.8,24,44.7,30,41,58,70.6,37,35,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209409|160065|161563|130183|199032|440545|219204|156365|174862|245953|110051|123651|215947|141167|210304|159568|152381|180948|164632|153278,57,106,77.2|07,NULL,237
203599,Lakeland Community College,Kirtland,Ohio,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-81.364545,41.638462,www.lakelandcc.edu,8839,16.9,15.3,16.5,54760,42672,37780,80,35.9,6170,75,NULL,NULL,6768,96,397,35,8.3,44,8.3,6,39.5,44,46.7,10,21.1,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198774|146603|174376|191339|213659|211927|125091|197294|151041|207670|202648|175315|129756|211079|137209|115001|140012|198570|148007|185536,25,106,34.2|10,NULL,955
203678,James A. Rhodes State College,Lima,Ohio,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-84.026319,40.738347,www.rhodesstate.edu,3599,23.4,15.3,16.5,32421,42672,37780,34,39.1,2689,42,NULL,NULL,4409,65,488,39,2.2,5,18.9,45,50.2,70,51.9,25,27.8,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139968|246813|210234|138691|210155|179539|171155|199908|151096|129543|228608|226107|168607|101028|195988|177135|191612|205966|171395|143613,25,289,64.4|10,NULL,684
203720,Ohio Business College at Sheffield Village,Sheffield Village,Ohio,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-82.133835,41.418467,www.ohiobusinesscollege.edu/,415,36.8,34.1,32.8,17434,35515,24795,34,77.1,498,51,NULL,NULL,5153,76,NULL,NULL,32.3,40,64.5,60,89.5,91,56.8,22,19.4,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,206224|420103|189574|377652|147749|363439|215433|434821|433563|204060|189592|439570|103945|442426|260354|188517|369905|367112|237437|377670,42,517,35.4|10,NULL,62
203739,Ohio Business College at Sandusky,Sandusky,Ohio,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-82.666407,41.414861,www.ohiobusinesscollege.edu,387,24.7,34.1,32.8,22198,35515,24795,47,51.7,374,36,NULL,NULL,4818,67,NULL,NULL,5.6,3,29.6,8,89.9,92,59.1,26,21.2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,445258|154776|157465|189565|118259|211398|122834|445197|103644|222099|230472|205054|369862|442037|157696|193201|368443|366270|202204|443438,42,517,32.4|10,NULL,54
203748,Lorain County Community College,Elyria,Ohio,2-year,Public,Associates--Public Urban-serving Single Campus,NULL,NULL,-82.07242,41.412448,www.lorainccc.edu,12274,16.3,15.3,16.5,24944,42672,37780,16,27.6,7690,82,NULL,NULL,3681,38,4484,93,1,1,9.5,9,46.3,62,60.3,62,19.2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150987|201928|205470|165033|170055|155292|202222|174136|167534|167905|195322|198552|172617|175041|198455|234933|207449|437103|409315|151032,25,31,27.3|10,NULL,1175
203757,Lourdes College,Sylvania,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,NULL,NULL,-83.706649,41.708694,www.lourdes.edu,1806,21.9,22.6,22.5,66744,79796,101725,39,63,1462,51,NULL,NULL,7646,19,5695,19,6.7,3,32.2,11,57.2,84,62.2,19,100,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150145|138275|440466|154590|228325|152381|192192|151786|237330|162210|153278|140872|210304|174862|110051|219204|156365|219091|237367|123651,57,106,23.3|07,NULL,90
203775,Malone University,Canton,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,NULL,NULL,-81.383525,40.826516,www.malone.edu,1656,25.1,22.6,22.5,49202,79796,101725,19,87.7,1801,61,1046,46,14422,54,7391,25,45.7,55,58.7,57,39.9,57,71.3,39,42.7,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213987|238078|377555|186876|183910|173045|177065|232609|213321|206437|219198|165671|155900|173124|200253|174358|102234|230603|217688|175078,57,169,61.4|07,NULL,387
203845,Marietta College,Marietta,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-81.450038,39.417638,www.marietta.edu,1416,20,22.6,22.5,105695,79796,101725,72,95.5,1491,52,NULL,NULL,18237,73,40982,73,43.8,52,55,49,30.2,34,71.5,39,66.7,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174491|107512|133711|217059|104586|180416|217518|212197|153825|154101|152567|177542|153250|238476|221014|145372|180984|196291|111188|212656,57,343,89.5|07,NULL,416
203881,Marion Technical College,Marion,Ohio,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-83.090763,40.579256,www.mtc.edu,2698,18.5,15.3,16.5,40908,42672,37780,54,33.4,1752,26,NULL,NULL,5735,89,NULL,NULL,11,57,20,49,41.4,49,42.9,5,31.2,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145521|161192|227386|153533|239220|198118|251260|153472|240116|199324|233903|137315|224961|206011|153922|135160|199740|233648|240198|153296,25,289,18.3|10,NULL,355
203960,Mercy College of Northwest Ohio,Toledo,Ohio,4-year,Private not-for-profit,Other health professions schools,NULL,NULL,-83.5526,41.657936,www.mercycollege.edu,1195,37,22.6,22.5,39542,79796,101725,11,41.9,891,32,NULL,NULL,4634,7,11072,36,58.8,75,64.7,70,52.3,80,86.4,80,37.3,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219639|203818|204015|219295|176770|146533|153977|148593|204006|416801|200244|146755|418126|442949|203544|437316|179450|198109|149763|111966,57,43,20.6|07,NULL,17
204006,Miami University at Hamilton,Hamilton,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,NULL,NULL,-84.563221,39.377448,www.regionals.miamioh.edu,3621,6.8,19.5,21.5,102456,74213,66436,89,69.6,2906,24,NULL,NULL,4337,10,NULL,NULL,7.9,9,27.7,12,47.4,77,64.8,20,37.6,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,153977|148593|416801|200244|146533|146755|204015|442949|437316|179450|203960|198109|149763|219639|203818|149028|133872|418126|219295|196389,34,34,66.4|07,NULL,481
204015,Miami University at Middletown,Middletown,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,NULL,NULL,-84.35724,39.523776,www.regionals.miamioh.edu,2221,11.6,19.5,21.5,79028,74213,66436,78,59.9,1643,12,NULL,NULL,4406,12,NULL,NULL,4.3,3,21.9,7,46.6,76,60.7,13,34.2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,146533|203960|204006|153977|148593|416801|200244|219639|203818|146755|418126|219295|442949|203544|176770|437316|179450|198109|149763|111966,34,34,62.9|07,NULL,302
204024,Miami University (Ohio),Oxford,Ohio,4-year,Public,Research Universities--high research activity,NULL,NULL,-84.731821,39.509642,www.miami.miamioh.edu,15462,23.4,19.5,21.5,71202,74213,66436,69,97,15850,81,1240,94,7490,77,32353,95,68.3,98,80.8,95,15.5,2,89.6,92,79.1,82,2010,67.7,5.5,15.6,8.2,80.1,10.5,0.8,3.1,73.9,5.8,7.2,7.2,78.7,10.1,0.5,3.4,100858|223232|163268|165334|132903|171128|231174|190044|196103|202480|239105|106397|207500|212054|146719|196413|127060|217882|194541|228787,34,96,84.8|07,NULL,3456
204060,Miami-Jacobs Career College at Dayton,Dayton,Ohio,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-84.184633,39.761912,www.miamijacobs.edu,258,50.3,34.1,32.8,66574,35515,24795,94,62.4,247,21,NULL,NULL,4506,57,NULL,NULL,15,17,45,22,89.8,92,51.5,14,25,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,433563|363439|188517|369905|367112|215433|434821|189592|439570|103945|440299|365204|204316|205610|157021|203720|189574|206224|420103|212425,42,517,60.0|10,NULL,20
204176,Mount Carmel College of Nursing,Columbus,Ohio,4-year,Private not-for-profit,Other health professions schools,NULL,NULL,-83.021152,39.957008,www.mccn.edu,947,26,22.6,22.5,40788,79796,101725,12,69.2,1070,38,1030,39,5341,10,NULL,NULL,44,52,56,51,25.6,24,76.8,55,65.2,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,196389|143297|149763|149028|181297|198109|437316|179450|133872|231837|442949|418126|111966|203544|238324|146755|416801|200244|153977|148593,57,43,51.2|07,NULL,84
204185,University of Mount Union,Alliance,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-81.108624,40.905093,www.mountunion.edu,2096,20.1,22.6,22.5,90287,79796,101725,60,98.1,2210,70,1050,48,15245,57,60126,82,53.3,67,62.7,66,31.8,37,73.7,46,52,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203128|237969|232025|215275|127185|218724|228981|198950|231581|128391|101435|157076|155937|147244|147341|213668|240277|233718|219806|167288,57,343,91.5|07,NULL,593
204194,Mount Vernon Nazarene University,Mount Vernon,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,NULL,NULL,-82.474667,40.373859,www.mvnu.edu,1829,31.2,22.6,22.5,45307,79796,101725,15,79.3,1596,56,1071,57,11409,35,7108,24,48.9,60,59.7,59,42.5,61,72.8,43,36.9,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219082|155973|140234|209506|107558|155414|198215|150604|151777|201371|237312|197984|236133|148131|220516|202514|211981|164173|237792|141185,57,169,48.9|07,NULL,350
204200,College of Mount St. Joseph,Cincinnati,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,NULL,NULL,-84.640143,39.094519,www.msj.edu,1795,23.6,22.6,22.5,53513,79796,101725,25,68.1,1547,54,989,26,12621,42,15917,47,38.5,43,56.7,53,31.5,36,69.3,33,48.3,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204264|156082|193353|229018|190725|178244|219602|168263|216694|136330|215442|171146|134945|180179|240471|212832|137032|159966|214069|377564,57,169,62.3|07,NULL,335
204255,Zane State College,Zanesville,Ohio,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-82.031769,39.961387,www.zanestate.edu,3652,19.3,15.3,16.5,38394,42672,37780,48,36.1,2200,34,NULL,NULL,3640,36,1553,68,17.5,78,26,71,55.9,81,51.9,25,30.4,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199476|207290|206446|176354|218858|176239|218140|175829|201283|218487|138956|140942|222822|107327|179715|248776|175643|171234|101897|175573,25,289,56.2|10,NULL,593
204264,Muskingum University,New Concord,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,NULL,NULL,-81.737192,39.996635,www.muskingum.edu/,1728,21,22.6,22.5,59505,79796,101725,31,83.2,1633,57,983,24,14018,51,31533,66,29.1,27,47.9,36,42.3,61,68.3,30,59.6,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,229018|204200|156082|190725|193353|219602|178244|216694|168263|215442|136330|180179|171146|159966|377564|144351|169910|215114|210775|134945,57,169,85.5|07,NULL,430
204307,Fortis College at Cuyahoga Falls,Cuyahoga Falls,Ohio,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-81.469591,41.143118,fortiscollege.edu,471,39.7,34.1,32.8,62289,35515,24795,93,83.7,740,69,NULL,NULL,4788,66,NULL,NULL,14.3,15,48.7,27,70.6,52,90,97,28.1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,430148|115490|215682|147396|198871|190071|146816|371779|417327|371760|193380|220464|366553|189422|155007|115454|409874|363387|115533|429128,42,517,59.1|10,NULL,540
204316,Brown Mackie College-North Canton,Canton,Ohio,4-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-81.429211,40.844878,www.brownmackie.edu,563,36.3,27.6,24.6,33606,43576,38763,29,100,599,51,NULL,NULL,3817,21,NULL,NULL,NULL,NULL,NULL,NULL,83.2,93,NULL,NULL,10,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,365204|440299|367112|369905|188517|204060|433563|205610|363439|215433|434821|189592|439570|103945|157021|147749|189574|203720|206224|420103,24,517,100.0|07,NULL,NULL
204422,North Central State College,Mansfield,Ohio,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-82.581582,40.798777,www.ncstatecollege.edu,2958,20.2,15.3,16.5,43057,42672,37780,59,28.6,1805,28,NULL,NULL,3384,27,1628,69,5,24,10.5,12,50.8,72,52.8,28,28.7,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178217|106980|232788|138558|184205|164313|148821|168883|191302|180197|199953|161138|128258|408394|228680|156648|198817|220057|191986|139250,25,289,34.4|10,NULL,380
204440,Northwest State Community College,Archbold,Ohio,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-84.30312,41.452684,www.northweststate.edu,4603,16.9,15.3,16.5,40708,42672,37780,54,17.3,2406,38,NULL,NULL,3008,17,438,37,6.6,33,27.3,74,56.1,82,59.2,57,18.7,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198376|130606|189839|218885|186469|139278|186034|165981|395362|166133|172291|218991|191199|211343|158884|216825|193946|148007|140012|151041,25,289,13.5|10,NULL,286
204468,Notre Dame College (Ohio),Cleveland,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-81.516212,41.506938,www.notredamecollege.edu,1989,11.5,22.6,22.5,96622,79796,101725,66,70.6,1485,52,943,14,14054,52,4022,13,18.3,11,38.7,20,34.9,45,60.3,16,25.7,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150677|219259|182661|198695|154013|198835|181534|137564|190983|443410|221661|198969|217633|217013|437325|428259|210331|207403|206835|180948,57,343,50.8|07,NULL,230
204486,University of Northwestern Ohio,Lima,Ohio,4-year,Private not-for-profit,Associates--Private Not-for-profit 4-year Primarily Associates,NULL,NULL,-84.150423,40.76005,www.unoh.edu,4117,35.6,22.6,22.5,19913,79796,101725,3,88.2,4210,89,NULL,NULL,6135,13,NULL,NULL,22.1,16,44.1,29,50.3,77,67.6,29,50,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122843|207661|159382|194392|139463|219578|203526|214166|366252|420307|182865|146393|204848|204866|211477|173142|108092|230171|204820|142522,57,7,77.7|07,NULL,68
204501,Oberlin College,Oberlin,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,NULL,NULL,-82.221786,41.29474,www.oberlin.edu,2894,25.2,22.6,22.5,192981,79796,101725,94,98.7,2915,81,1354,94,22801,87,261456,95,75.9,90,88.7,95,10.7,1,93.4,92,89.6,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173902|168218|209922|230959|197133|190099|161086|191515|212911|198385|112260|123165|130697|189097|153384|237057|234207|173258|126678|161004,57,252,94.0|07,NULL,723
204592,Ohio College of Massotherapy Inc,Akron,Ohio,2-year,Private not-for-profit,Associates--Private Not-for-profit,NULL,NULL,-81.6569,41.130464,www.ocm.edu,103,36.3,21.3,25.9,8160,29254,34510,3,70.9,92,9,NULL,NULL,3657,25,NULL,NULL,42.9,44,42.9,38,65.1,60,56.5,37,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,73,54.7|10,NULL,35
204608,Ohio Technical College,Cleveland,Ohio,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-81.657374,41.518805,www.ohiotech.edu,1119,55.3,34.1,32.8,34175,35515,24795,74,100,671,64,NULL,NULL,5824,86,NULL,NULL,74.1,91,74.1,81,61.5,32,82.8,87,78.6,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,439136|224183|366580|213473|364168|372329|210890|381732|439491|151661|231411|142054|151193|175014|368629|195845|118277|160940|145239|123642,42,517,NULL,NULL,846
204617,Ohio Dominican University,Columbus,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-82.940499,39.99265,www.ohiodominican.edu,2005,24,22.6,22.5,44826,79796,101725,15,69.4,1617,56,1028,38,14892,56,11865,38,28.6,26,40.9,23,34.7,44,66.2,25,38.8,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,239743|142461|126669|110361|157793|170037|207324|132657|117627|105589|432241|150172|152336|186618|440536|187648|195562|112075|196264|157809,57,386,98.2|07,ODU,391
204626,Kaplan College at Dayton,Dayton,Ohio,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-84.205625,39.70638,www.kaplancollege.com/dayton-oh/,404,26.3,34.1,32.8,30724,35515,24795,69,100,724,68,NULL,NULL,3762,22,NULL,NULL,0,0,52.5,32,61.4,31,67.8,49,26.7,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105118|202161|443739|212072|373447|445203|152220|230056|440110|438258|163736|444121|410539|260691|223463|126924|231642|246035|366678|164641,42,517,NULL,NULL,261
204635,Ohio Northern University,Ada,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-83.830729,40.766144,www.onu.edu/,2702,19.1,22.6,22.5,102286,79796,101725,70,81.2,2451,75,1153,77,32777,97,44521,75,53.1,67,68.5,75,24,22,84.3,75,70.8,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,201654|239318|107141|139393|219000|213996|180984|152530|153250|104586|154101|212197|174491|107512|203845|133711|163268|217059|165334|223232,57,343,84.6|07,ONU,559
204662,Ohio State University Agricultural Technical Institute,Wooster,Ohio,2-year,Public,Associates--Public 2-year colleges under 4-year universities,NULL,NULL,-81.9225,40.775287,www.ati.osu.edu/,643,26.9,15.3,16.5,80353,42672,37780,95,86.2,559,4,NULL,NULL,4330,62,5855,96,16.7,76,29.9,81,37.9,41,64.8,80,33.3,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,383190|383996|180045|200846|141990|207397|180249|441760|201955|237701|187666|106449|200314|180276|201432|141839|159407|201946|187620|188225,25,47,84.4|10,NULL,281
204671,Ohio State University at Lima,Lima,Ohio,4-year,Public,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-84.026195,40.737828,www.lima.ohio-state.edu,1059,12.9,19.5,21.5,103730,74213,66436,90,82.3,954,4,NULL,NULL,3745,4,4775,56,19.7,43,36.9,27,45.8,73,59.2,9,41.4,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204680|204699|204705|133021|188058|207564|203492|436818|136233|196015|137078|436836|135717|436827|182005|206914|191205|181738|156356|363934,34,343,81.3|07,NULL,477
204680,Ohio State University at Mansfield,Mansfield,Ohio,4-year,Public,Baccalaureate/Associates Colleges,NULL,NULL,-82.578673,40.797259,www.mansfield.ohio-state.edu,1155,17,19.5,21.5,102118,74213,66436,88,83.7,1061,6,NULL,NULL,4358,11,1846,23,20.1,43,41.5,37,47,76,63.2,17,42.5,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204705|204699|204671|133021|207564|188058|436818|136233|203492|137078|436836|196015|135717|436827|182005|363934|121071|218441|110185|191676,34,124,76.9|07,NULL,513
204699,Ohio State University at Marion,Marion,Ohio,4-year,Public,Baccalaureate/Associates Colleges,NULL,NULL,-83.085889,40.579444,osumarion.osu.edu/,1230,14.2,19.5,21.5,117010,74213,66436,94,77.6,1017,5,NULL,NULL,4352,11,4479,53,20.9,47,45.1,47,42.3,64,62.5,16,39.6,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204705|204680|204671|133021|207564|188058|436818|136233|137078|203492|436836|196015|436827|135717|182005|110185|177083|218441|363934|121071,34,124,83.3|07,NULL,503
204705,Ohio State University at Newark,Newark,Ohio,4-year,Public,Baccalaureate/Associates Colleges,NULL,NULL,-82.447992,40.068353,www.newark.osu.edu,2263,10.3,19.5,21.5,129619,74213,66436,96,83.2,1971,16,NULL,NULL,3556,2,1621,20,19,41,43.2,42,42.1,64,57.4,8,34.3,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204699|204680|133021|204671|207564|188058|436818|136233|137078|203492|436836|196015|436827|135717|182005|110185|191676|219790|239512|161882,34,124,88.4|07,NULL,1140
204796,Ohio State University,Columbus,Ohio,4-year,Public,Research Universities--very high research activity,NULL,X,-83.009001,39.998389,www.osu.edu,44201,23.3,19.5,21.5,111278,74213,66436,93,90.5,41409,100,1289,98,8170,83,52745,98,58.5,95,83.2,97,22.2,8,92.4,96,70,65,2010,48.5,2,34.9,8.3,77.7,5.7,2.6,4.8,64.5,5.2,10.3,6.9,70.8,7.2,2,4.9,228778|134130|139959|240444|236948|129020|221759|174066|126614|145637|214777|110680|215293|218663|163286|233921|186380|134097|151351|135726,34,106,70.8|07,OSU,6155
204802,Ohio University Eastern Campus,Saint Clairsville,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,NULL,NULL,-80.962601,40.080475,www.eastern.ohiou.edu,1091,2.5,19.5,21.5,276480,74213,66436,100,41.3,670,2,NULL,NULL,3810,4,NULL,NULL,6.2,5,24.8,8,27.3,20,61.2,14,27.9,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,420352|230047|161341|190248|199698|160959|230940|138600|214698|142294|146481|214801|239512|191676|154749|183275|127556|220589|155511|214786,34,34,95.7|07,NULL,129
204820,Ohio University at Chillicothe,Chillicothe,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,NULL,NULL,-83.00499,39.328076,www.chillicothe.ohiou.edu,2330,10.5,19.5,21.5,67411,74213,66436,65,48.7,1801,14,NULL,NULL,5213,31,NULL,NULL,4,2,16,2,54.4,88,50.5,3,19.4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211477|182865|140322|108092|214740|127024|142522|139463|174279|214166|165802|214759|194392|151458|372958|207661|161217|204839|203474|159382,34,34,81.1|07,NULL,150
204839,Ohio University Southern Campus,Ironton,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,NULL,NULL,-82.666894,38.525115,www.southern.ohiou.edu/,2012,10.8,19.5,21.5,73436,74213,66436,73,53,1587,11,NULL,NULL,4899,23,NULL,NULL,9.6,14,17.6,3,50.3,83,51.3,3,26.9,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203474|165802|146676|214759|214634|151458|372958|381787|404073|161217|203447|127024|214740|237686|404648|140322|204820|414823|173629|211477,34,34,95.1|07,NULL,136
204848,Ohio University Lancaster Campus,Lancaster,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,NULL,NULL,-82.586069,39.738752,www.lancaster.ohiou.edu,2596,5.2,19.5,21.5,115119,74213,66436,94,47.1,1869,15,NULL,NULL,4986,25,NULL,NULL,7.6,8,21.1,6,37.7,47,60.1,11,17.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,146393|204866|173142|203526|230171|366252|439288|159382|122843|214795|194392|204486|207661|129774|139463|211477|219578|182865|108092|204820,34,34,86.6|07,NULL,275
